external_code,category,category_slug,name_az,name_ru,synonyms,synonyms_count,name_terms,name_terms_count,requires_side,requires_direction,requires_location,is_active,created_at
KZ-079,Бамперы,body-bumpers,Buksir yeri qapağı,Заглушка буксировочного крюка,buksir qapağı; buksir yeri; buksir yerinin qapağı; buksur qapağı; qoşqu yeri qapağı; buksir qapagi; buksir yerinin qapagi; buksur qapagi; qosqu yeri qapagi; buksir yeri qapagi; buksirqapagi; buksiryeri; buksurqapagi,13,Buksir yeri qapağı; Заглушка буксировочного крюка; buksir qapağı; buksir yeri; buksir yerinin qapağı; buksur qapağı; qoşqu yeri qapağı; buksir qapagi; buksir yerinin qapagi; buksur qapagi; qosqu yeri qapagi; buksir yeri qapagi; buksirqapagi; buksiryeri; buksurqapagi,15,No,No,No,Yes,2026-08-22 12:03:18
KZ-002,Бамперы,body-bumpers,Bufer kronşteyni (salaska),Кронштейн крепления бампера,salaska; salacka; salaçka; salackalari; bufer kirşəsi; bufer salaskası; bufer sancağı; fara kirşəsi; kirşə; bufer kronsteyni; on bamperin yan kronçteyi; bamperin yan kronşteyni; qabaq bufer taivan; ön bufer subaru impreza; qabaq abirçofka; abirçofka; bufer kirsesi; bufer salaskasi; bufer sancagi; fara kirsesi; kirse; on bamperin yan kroncteyi; bamperin yan kronsteyni; on bufer subaru impreza; qabaq abircofka; abircofka; bufer kronsteyni salaska; buferkirsesi; bufersalaskasi; bufersancagi; farakirsesi; buferkronsteyni; qabaqabircofka,33,Bufer kronşteyni (salaska); Кронштейн крепления бампера; bufer kronşteyni salaska; salaska; salacka; salaçka; salackalari; bufer kirşəsi; bufer salaskası; bufer sancağı; fara kirşəsi; kirşə; bufer kronsteyni; on bamperin yan kronçteyi; bamperin yan kronşteyni; qabaq bufer taivan; ön bufer subaru impreza; qabaq abirçofka; abirçofka; bufer kirsesi; bufer salaskasi; bufer sancagi; fara kirsesi; kirse; on bamperin yan kroncteyi; bamperin yan kronsteyni; on bufer subaru impreza; qabaq abircofka; abircofka; bufer kronsteyni salaska; buferkirsesi; bufersalaskasi; bufersancagi; farakirsesi; buferkronsteyni; qabaqabircofka,36,No,Yes,No,Yes,2026-07-21 14:10:44
KZ-076,Бамперы,body-bumpers,Bufer altlığı (ətək),Нижняя юбка бампера,alt buferi; bamperin alt qoruyucu lövhəsi; bamperin alt qoruyucusu; bamperin aşağı hissəsi; bamperin aşağı korpus hissəsi; bufer alt hissəsi; bufer altlığı; bufer altlığı ətək; bufer altı; bufer altı qoruyucusu; bufer qoruyucu; bufer qoruyucusu; bufer ətəyi; buferin alt hissəsi; buferin alt qoruyucusu; bamperin alt qoruyucu lovhesi; bamperin asagi hissesi; bamperin asagi korpus hissesi; bufer alt hissesi; bufer altligi; bufer altligi etek; bufer alti; bufer alti qoruyucusu; bufer eteyi; buferin alt hissesi; altbuferi; buferaltligi; buferalti; buferqoruyucu; buferqoruyucusu; bufereteyi,31,Bufer altlığı (ətək); Нижняя юбка бампера; alt buferi; bamperin alt qoruyucu lövhəsi; bamperin alt qoruyucusu; bamperin aşağı hissəsi; bamperin aşağı korpus hissəsi; bufer alt hissəsi; bufer altlığı; bufer altlığı ətək; bufer altı; bufer altı qoruyucusu; bufer qoruyucu; bufer qoruyucusu; bufer ətəyi; buferin alt hissəsi; buferin alt qoruyucusu; bamperin alt qoruyucu lovhesi; bamperin asagi hissesi; bamperin asagi korpus hissesi; bufer alt hissesi; bufer altligi; bufer altligi etek; bufer alti; bufer alti qoruyucusu; bufer eteyi; buferin alt hissesi; altbuferi; buferaltligi; buferalti; buferqoruyucu; buferqoruyucusu; bufereteyi,33,No,No,No,Yes,2026-08-22 12:03:18
KZ-003,Бамперы,body-bumpers,Bufer üzlüyü (abrisofka),Облицовка/накладка бампера,облицовка бампера; накладка бампера; abrisofka; bufer uzluyu abrisofka; облицовкабампера; накладкабампера,6,Bufer üzlüyü (abrisofka); Облицовка/накладка бампера; bufer üzlüyü abrisofka; облицовка накладка бампера; облицовка бампера; накладка бампера; abrisofka; bufer uzluyu abrisofka; облицовкабампера; накладкабампера,10,No,Yes,No,Yes,2026-07-21 14:10:44
KZ-085,Бамперы,body-bumpers,Bufer dayağı,Опора бампера,bamper dayağı; bamperin dayağı; buferin dayağı; bamper dayagi; bamperin dayagi; buferin dayagi; bufer dayagi; bamperdayagi; bamperindayagi; buferindayagi; buferdayagi; опорабампера,12,Bufer dayağı; Опора бампера; bamper dayağı; bamperin dayağı; buferin dayağı; bamper dayagi; bamperin dayagi; buferin dayagi; bufer dayagi; bamperdayagi; bamperindayagi; buferindayagi; buferdayagi; опорабампера,14,No,No,No,Yes,2026-08-22 12:03:18
KZ-086,Бамперы,body-bumpers,Bufer barmaqlığı,Решётка бампера (нижняя),bamper alt toru; bamper barmaqlığı; bamperin barmaqlığı; bufer alt toru; bufer altı barmaqlığı; bufer toru; buferin alt barmaqlığı; buferin alt toru; buferin barmaqlığı; решётка бампера нижняя; bamper barmaqligi; bamperin barmaqligi; bufer alti barmaqligi; buferin alt barmaqligi; buferin barmaqligi; bufer barmaqligi; bamperbarmaqligi; bamperinbarmaqligi; bufertoru; buferinbarmaqligi; buferbarmaqligi,21,Bufer barmaqlığı; Решётка бампера (нижняя); bamper alt toru; bamper barmaqlığı; bamperin barmaqlığı; bufer alt toru; bufer altı barmaqlığı; bufer toru; buferin alt barmaqlığı; buferin alt toru; buferin barmaqlığı; решётка бампера нижняя; bamper barmaqligi; bamperin barmaqligi; bufer alti barmaqligi; buferin alt barmaqligi; buferin barmaqligi; bufer barmaqligi; bamperbarmaqligi; bamperinbarmaqligi; bufertoru; buferinbarmaqligi; buferbarmaqligi,23,No,No,No,Yes,2026-08-22 12:03:18
KZ-043,Бамперы,body-bumpers,Bufer gücləndiricisi (arma),Усилитель бампера (силовая балка),силовая балка; arma; bamper gücləndiricisi; bufer gücləndiricisi; bamper guclendiricisi; bufer guclendiricisi; bufer guclendiricisi arma; силоваябалка; bamperguclendiricisi; buferguclendiricisi,10,Bufer gücləndiricisi (arma); Усилитель бампера (силовая балка); bufer gücləndiricisi arma; усилитель бампера силовая балка; силовая балка; arma; bamper gücləndiricisi; bufer gücləndiricisi; bamper guclendiricisi; bufer guclendiricisi; bufer guclendiricisi arma; силоваябалка; bamperguclendiricisi; buferguclendiricisi,14,No,Yes,No,Yes,2026-07-21 14:10:44
YA-009,Бензонасос,fuel-pump,Geri qaytarma klapanı (obratka),Обратный клапан топлива,obratka; geri qaytarma klapani obratka,2,Geri qaytarma klapanı (obratka); Обратный клапан топлива; geri qaytarma klapanı obratka; obratka; geri qaytarma klapani obratka,5,No,No,No,Yes,2026-07-21 14:10:44
YA-010,Бензонасос,fuel-pump,Yanacaq təzyiq requlyatoru,Регулятор давления топлива,yanacaq tezyiq requlyatoru,1,Yanacaq təzyiq requlyatoru; Регулятор давления топлива; yanacaq tezyiq requlyatoru,3,No,No,No,Yes,2026-07-21 14:10:44
YA-001,Бензонасос,fuel-pump,Benzin nasosu (yanacaq nasosu),Топливный насос,yanacaq nasosu; benzin nasos; бензонасос; benzin nasosu; yanacaqnasosu; benzinnasos; benzinnasosu; топливныйнасос,8,Benzin nasosu (yanacaq nasosu); Топливный насос; benzin nasosu yanacaq nasosu; yanacaq nasosu; benzin nasos; бензонасос; benzin nasosu; yanacaqnasosu; benzinnasos; benzinnasosu; топливныйнасос,11,No,No,No,Yes,2026-07-21 14:10:44
YA-012,Бензонасос,fuel-pump,Yanacaq şlanqı,Топливный шланг (гибкий),гибкий; yanacaq xətti borusu; yanacaq xətti; yanacaq borusu; топливная трубка; топливная магистраль; yanacaq xetti borusu; yanacaq xetti; yanacaq slanqi; yanacaqxetti; yanacaqborusu; топливнаятрубка; топливнаямагистраль; yanacaqslanqi,14,Yanacaq şlanqı; Топливный шланг (гибкий); топливный шланг гибкий; гибкий; yanacaq xətti borusu; yanacaq xətti; yanacaq borusu; топливная трубка; топливная магистраль; yanacaq xetti borusu; yanacaq xetti; yanacaq slanqi; yanacaqxetti; yanacaqborusu; топливнаятрубка; топливнаямагистраль; yanacaqslanqi,17,No,No,No,Yes,2026-07-21 14:10:44
SO-002,Вентилятор/диффузор,cooling-fan,Radiator ventilyatoru (elektroventilyator),Вентилятор радиатора (электровентилятор),электровентилятор; elektroventilyator; elektropər; hava pəri; pər; radiator pəri; soyutma pəri; radiator üçün elektro soyutma pəri; elektroper; hava peri; per; radiator peri; soyutma peri; radiator ucun elektro soyutma peri; havaperi; radiatorperi; soyutmaperi,17,Radiator ventilyatoru (elektroventilyator); Вентилятор радиатора (электровентилятор); radiator ventilyatoru elektroventilyator; вентилятор радиатора электровентилятор; электровентилятор; elektroventilyator; elektropər; hava pəri; pər; radiator pəri; soyutma pəri; radiator üçün elektro soyutma pəri; elektroper; hava peri; per; radiator peri; soyutma peri; radiator ucun elektro soyutma peri; havaperi; radiatorperi; soyutmaperi,21,No,No,No,Yes,2026-07-21 14:10:44
SO-013,Вентилятор/диффузор,cooling-fan,Viskomufta,Вискомуфта вентилятора,вискомуфтавентилятора,1,Viskomufta; Вискомуфта вентилятора; вискомуфтавентилятора,3,No,No,No,Yes,2026-07-21 14:10:44
SO-022,Вентилятор/диффузор,cooling-fan,Radiator difuzoru (ventilyator korpusu),Диффузор радиатора (кожух вентилятора),кожух вентилятора; ventilyator korpusu; кожухвентилятора; ventilyatorkorpusu,4,Radiator difuzoru (ventilyator korpusu); Диффузор радиатора (кожух вентилятора); radiator difuzoru ventilyator korpusu; диффузор радиатора кожух вентилятора; кожух вентилятора; ventilyator korpusu; кожухвентилятора; ventilyatorkorpusu,8,No,No,No,Yes,2026-07-21 14:10:44
SO-003,Вентилятор/диффузор,cooling-fan,Radiator pərinin relesi,Реле вентилятора радиатора,radiator perinin relesi,1,Radiator pərinin relesi; Реле вентилятора радиатора; radiator perinin relesi,3,No,No,No,Yes,2026-07-21 14:10:44
EG-005,Выхлоп целиком,exhaust-full,Egzoz kollektoru (downpipe),Выпускной коллектор / даунпайп,выпускной даунпайп; выпускной коллектор; downpipe; выпускнойдаунпайп; выпускнойколлектор,5,Egzoz kollektoru (downpipe); Выпускной коллектор / даунпайп; egzoz kollektoru downpipe; выпускной коллектор даунпайп; выпускной даунпайп; выпускной коллектор; downpipe; выпускнойдаунпайп; выпускнойколлектор,9,No,No,No,Yes,2026-07-21 14:10:44
EG-011,Выхлоп целиком,exhaust-full,Egzoz gofrası,Гофра выхлопной системы (гибкий виброкомпенсатор),гибкий виброкомпенсатор; egzoz gofrasi; гибкийвиброкомпенсатор; egzozgofrasi,4,Egzoz gofrası; Гофра выхлопной системы (гибкий виброкомпенсатор); гофра выхлопной системы гибкий виброкомпенсатор; гибкий виброкомпенсатор; egzoz gofrasi; гибкийвиброкомпенсатор; egzozgofrasi,7,No,No,No,Yes,2026-07-21 14:10:44
EG-010,Выхлоп целиком,exhaust-full,Qəbul borusu (priyomnaya truba),Приёмная труба,priyomnaya truba; qebul borusu priyomnaya truba; priyomnayatruba; приёмнаятруба,4,Qəbul borusu (priyomnaya truba); Приёмная труба; qəbul borusu priyomnaya truba; priyomnaya truba; qebul borusu priyomnaya truba; priyomnayatruba; приёмнаятруба,7,No,No,No,Yes,2026-07-21 14:10:44
YA-022,ГБО,fuel-lpg,VZU (qaz doldurma qurğusu),ВЗУ (заправочное устройство газа),заправочное устройство газа; qaz doldurma qurğusu; qaz doldurma qurgusu; vzu qaz doldurma qurgusu,4,VZU (qaz doldurma qurğusu); ВЗУ (заправочное устройство газа); vzu qaz doldurma qurğusu; взу заправочное устройство газа; заправочное устройство газа; qaz doldurma qurğusu; qaz doldurma qurgusu; vzu qaz doldurma qurgusu,8,No,No,No,Yes,2026-07-21 14:10:44
YA-020,ГБО,fuel-lpg,Qaz magistralı (yüksək təzyiq borusu),Газовая магистраль (трубка высокого давления),трубка высокого давления; yüksək təzyiq borusu; forsunka borusu; forsunka trubkası; dizel trubkası; yüksək təzyiq trubkası; трубки форсунок; трубки дизельные; дизельные трубки на форсунки; топливные трубки форсунок.; yuksek tezyiq borusu; forsunka trubkasi; dizel trubkasi; yuksek tezyiq trubkasi; qaz magistrali yuksek tezyiq borusu; forsunkaborusu; forsunkatrubkasi; dizeltrubkasi; трубкифорсунок; трубкидизельные,20,Qaz magistralı (yüksək təzyiq borusu); Газовая магистраль (трубка высокого давления); qaz magistralı yüksək təzyiq borusu; газовая магистраль трубка высокого давления; топливные трубки форсунок; трубка высокого давления; yüksək təzyiq borusu; forsunka borusu; forsunka trubkası; dizel trubkası; yüksək təzyiq trubkası; трубки форсунок; трубки дизельные; дизельные трубки на форсунки; топливные трубки форсунок.; yuksek tezyiq borusu; forsunka trubkasi; dizel trubkasi; yuksek tezyiq trubkasi; qaz magistrali yuksek tezyiq borusu; forsunkaborusu; forsunkatrubkasi; dizeltrubkasi; трубкифорсунок; трубкидизельные,25,No,No,No,Yes,2026-07-21 14:10:44
